a,b,country_a,country_b,same_country,n_items,score,items,opposing
Al-Shabaab,Lashkar-e-Taiba,Somalia,Pakistan,False,3,6,"['Al-Qaeda', 'Al-Qaeda in the Arabian Peninsula', 'Taliban']",[]
'Ndrina Lo Presti,'Ndrina Piromalli,Italy,Italy,True,4,6,"[""'Ndrina Alvaro"", ""'Ndrina Belfiore"", ""Aquino 'ndrina"", ""Commisso 'ndrina""]","[""Commisso 'ndrina""]"
Bufalino crime family,Trafficante crime family,United States,United States,True,3,6,"['Detroit Partnership', 'Genovese crime family', 'Pittsburgh crime family']",['Genovese crime family']
Cleveland crime family,Dallas crime family,United States,United States,True,4,6,"['Chicago Outfit', 'Genovese crime family', 'Kansas City crime family', 'New Orleans crime family']",[]
Colombo crime family,Pittsburgh crime family,United States,United States,True,4,6,"['Bufalino crime family', 'Chicago Outfit', 'Detroit Partnership', 'Genovese crime family']",['Genovese crime family']
Dallas crime family,Detroit Partnership,United States,United States,True,5,6,"['Chicago Outfit', 'Genovese crime family', 'New Orleans crime family', 'San Francisco crime family', 'Trafficante crime family']",[]
DeCavalcante crime family,East Harlem Purple Gang,United States,United States,True,3,6,"['Bonanno crime family', 'Genovese crime family', 'Lucchese crime family']",['Bonanno crime family']
East Harlem Purple Gang,Trafficante crime family,United States,United States,True,3,6,"['Bonanno crime family', 'Genovese crime family', 'Lucchese crime family']",['Bonanno crime family']
Outlaws Motorcycle Club,Patriarca crime family,United States,United States,True,3,6,"['Chicago Outfit', 'Detroit Partnership', 'Genovese crime family']",[]
Cleveland crime family,San Francisco crime family,United States,United States,True,3,6,"['Chicago Outfit', 'Detroit Partnership', 'Los Angeles crime family']",[]
Colombo crime family,San Francisco crime family,United States,United States,True,4,6,"['Bonanno crime family', 'Chicago Outfit', 'Detroit Partnership', 'Los Angeles crime family']",['Bonanno crime family']
New Orleans crime family,San Francisco crime family,United States,United States,True,4,6,"['Chicago Outfit', 'Dallas crime family', 'Detroit Partnership', 'Los Angeles crime family']",['Chicago Outfit']
Hamas,Islamic Revolutionary Guard Corps,Palestine,,,3,6,"['Hezbollah', 'Houthis', 'Wagner Group']",['Hezbollah']
'Ndrina Bellocco,Commisso 'ndrina,Italy,Italy,True,3,6,"[""'Ndrina Molè"", ""'Ndrina Piromalli"", ""Aquino 'ndrina""]","[""'Ndrina Piromalli""]"
'Ndrina Lo Presti,'Ndrina Pesce,Italy,Italy,True,5,6,"[""'Ndrina Alvaro"", ""'Ndrina Cataldo"", ""'Ndrina Ierinò"", ""'Ndrina Mazzaferro"", ""Aquino 'ndrina""]",[]
'Ndrina Morabito,Commisso 'ndrina,Italy,Italy,True,5,6,"[""'Ndrina Cataldo"", ""'Ndrina Lo Presti"", ""'Ndrina Mandalari"", ""'Ndrina Mazzaferro"", ""Aquino 'ndrina""]",[]
Colorado crime family,Milwaukee crime family,United States,United States,True,4,6,"['Bonanno crime family', 'Chicago Outfit', 'Kansas City crime family', 'St. Louis crime family']",['Chicago Outfit']
'Ndrina Cataldo,'Ndrina Papalia,Italy,Italy,True,3,6,"[""'Ndrina Barbaro"", ""'Ndrina Marando"", ""Sergi 'ndrina""]",[]
'Ndrina Cataldo,Trimboli 'ndrina,Italy,Italy,True,3,6,"[""'Ndrina Barbaro"", ""'Ndrina Marando"", ""Sergi 'ndrina""]",[]
'Ndrina Marando,Molluso 'ndrina,Italy,Italy,True,4,6,"[""'Ndrina Barbaro"", ""'Ndrina Papalia"", ""Sergi 'ndrina"", ""Trimboli 'ndrina""]",[]
'Ndrina De Stefano,'Ndrina Lo Presti,Italy,Italy,True,5,6,"[""'Ndrina Alvaro"", ""'Ndrina Cataldo"", ""'Ndrina Mazzaferro"", ""'Ndrina Tripodo"", ""'Ndrina Zito""]","[""'Ndrina Tripodo""]"
'Ndrina Belfiore,Commisso 'ndrina,Italy,Italy,True,3,6,"[""'Ndrina Lo Presti"", ""'Ndrina Piromalli"", ""'Ndrina Ursino""]","[""'Ndrina Piromalli""]"
Clan dei Casamonica,Commisso 'ndrina,Italy,Italy,True,4,6,"[""'Ndrina Alvaro"", ""'Ndrina Molè"", ""'Ndrina Piromalli"", 'Secondigliano Alliance']","[""'Ndrina Piromalli""]"
'Ndrangheta,Hezbollah,Italy,Lebanon,False,4,5,"['Kinahan Organised Crime Group', 'Los Zetas', 'Primeiro Comando da Capital', 'Sinaloa Cartel']",[]
'Ndrangheta,Los Rastrojos,Italy,Colombia,False,4,5,"['Autodefensas Unidas de Colombia', 'Clan del Golfo', 'Los Zetas', 'Sinaloa Cartel']",['Clan del Golfo']
'Ndrangheta,Mexican Mafia,Italy,United States,False,5,5,"['American Mafia', 'Gambino crime family', 'Gulf Cartel', 'Hells Angels Motorcycle Club', 'Sinaloa Cartel']",['Hells Angels Motorcycle Club']
American Mafia,Autodefensas Unidas de Colombia,United States,Colombia,False,3,5,"[""'Ndrangheta"", 'Oficina de Envigado', 'Sinaloa Cartel']",[]
American Mafia,Cartel de Medellín,United States,Colombia,False,3,5,"['Hells Angels Motorcycle Club', 'Oficina de Envigado', 'Sinaloa Cartel']",['Oficina de Envigado']
American Mafia,Independent Soldiers,United States,Canada,False,3,5,"['Hells Angels Motorcycle Club', 'Mexican Mafia', 'Sinaloa Cartel']",['Hells Angels Motorcycle Club']
American Mafia,Kinahan Organised Crime Group,United States,Ireland,False,4,5,"[""'Ndrangheta"", 'Camorra', 'Hells Angels Motorcycle Club', 'Sinaloa Cartel']",[]
American Mafia,Mara Salvatrucha,United States,United States,True,4,5,"['Big Circle Gang', 'Mexican Mafia', 'Sinaloa Cartel', 'Tren de Aragua']",['Mexican Mafia']
Autodefensas Unidas de Colombia,Los Cachiros,Colombia,Honduras,False,3,5,"['Cartel del Norte del Valle', 'Los Rastrojos', 'Sinaloa Cartel']",[]
Beltrán-Leyva Organization,Revolutionary Armed Forces of Colombia,Mexico,Colombia,False,3,5,"['Cártel de Jalisco Nueva Generación', 'Sinaloa Cartel', 'Tijuana Cartel']",['Sinaloa Cartel']
Cali Cartel,Mexican Mafia,Colombia,United States,False,3,5,"['Gulf Cartel', 'Sinaloa Cartel', 'Tijuana Cartel']",[]
Cali Cartel,Oficina de Envigado,Colombia,Colombia,True,3,5,"['Cartel de Medellín', 'Los Pepes', 'Sinaloa Cartel']",['Cartel de Medellín']
Cartel de Medellín,Cártel de Colima,Colombia,Mexico,False,4,5,"['Guadalajara Cartel', 'Milenio Cartel', 'Sinaloa Cartel', 'Sonora Cartel']",[]
Cartel de Medellín,West End Gang,Colombia,Canada,False,3,5,"['Cali Cartel', 'Hells Angels Motorcycle Club', 'Sinaloa Cartel']",['Cali Cartel']
Cartel del Norte del Valle,Sonora Cartel,Colombia,Mexico,False,3,5,"['Cali Cartel', 'Guadalajara Cartel', 'Sinaloa Cartel']",['Cali Cartel']
Chaldean mafia,Hells Angels Motorcycle Club,United States,United States,True,3,5,"['American Mafia', 'Mexican Mafia', 'Sinaloa Cartel']",['Mexican Mafia']
Cártel de Jalisco Nueva Generación,Hezbollah,Mexico,Lebanon,False,4,5,"['Cartel del Norte del Valle', 'Primeiro Comando da Capital', 'Revolutionary Armed Forces of Colombia', 'Sinaloa Cartel']",['Sinaloa Cartel']
Cártel de Jalisco Nueva Generación,Kinahan Organised Crime Group,Mexico,Ireland,False,4,5,"[""'Ndrangheta"", 'Camorra', 'Clan del Golfo', 'Sinaloa Cartel']",['Sinaloa Cartel']
Cártel de Jalisco Nueva Generación,Los Cachiros,Mexico,Honduras,False,3,5,"['Cartel del Norte del Valle', 'Clan del Golfo', 'Sinaloa Cartel']",['Sinaloa Cartel']
Cártel de Santa Rosa de Lima,Knights Templar Cartel,Mexico,Mexico,True,3,5,"['Gulf Cartel', 'Los Viagras', 'Sinaloa Cartel']",['Los Viagras']
Hells Angels Motorcycle Club,Oficina de Envigado,United States,Colombia,False,3,5,"['American Mafia', 'Cartel de Medellín', 'Sinaloa Cartel']",['Cartel de Medellín']
La Familia Michoacana,Latin Kings,Mexico,United States,False,3,5,"['18th Street Gang', 'Gulf Cartel', 'Sinaloa Cartel']",['Gulf Cartel']
La Familia Michoacana,Revolutionary Armed Forces of Colombia,Mexico,Colombia,False,3,5,"['Cártel de Jalisco Nueva Generación', 'Sinaloa Cartel', 'Tijuana Cartel']",['Cártel de Jalisco Nueva Generación']
Oficina de Envigado,Popular Liberation Army,Colombia,Colombia,True,3,5,"['Ejército Revolucionario Popular Antisubversivo de Colombia', 'Los Rastrojos', 'Sinaloa Cartel']",['Los Rastrojos']
'Ndrangheta,Clan Di Lauro,Italy,Italy,True,3,5,"['Clan Licciardi', 'Clan Mazzarella', 'Sacra Corona Unita']",[]
Clan Di Lauro,Polverino clan,Italy,Italy,True,3,5,"['Clan Licciardi', 'Mallardo clan', 'Sacra Corona Unita']",[]
Cartel del Norte del Valle,Guerreros Unidos,Colombia,Mexico,False,5,5,"['Beltrán-Leyva Organization', 'Cártel de Jalisco Nueva Generación', 'Juárez Cartel', 'Los Zetas', 'Tijuana Cartel']",['Cártel de Jalisco Nueva Generación']
'Ndrina Alvaro,Camorra,Italy,Italy,True,3,5,"[""'Ndrina De Stefano"", ""'Ndrina Palamara"", 'Clan dei Casamonica']",[]
'Ndrina Mammoliti,'Ndrina Pesce,Italy,Italy,True,3,5,"[""'Ndrina Mazzaferro"", ""'Ndrina Piromalli"", 'Basilischi']","[""'Ndrina Piromalli""]"
American Mafia,Cotroni crime family,United States,Canada,False,4,5,"['Hells Angels Motorcycle Club', 'Siderno Group', 'The Firm', 'West End Gang']",[]
Brothers Keepers,Rizzuto crime family,Canada,Canada,True,3,5,"['Hells Angels Motorcycle Club', 'Independent Soldiers', 'Wolfpack Alliance']",[]
Bufalino crime family,San Jose crime family,United States,United States,True,3,5,"['Hells Angels Motorcycle Club', 'Los Angeles crime family', 'Pittsburgh crime family']",[]
Los Angeles crime family,Nazi Lowriders,United States,United States,True,3,5,"['Gambino crime family', 'Hells Angels Motorcycle Club', 'Mexican Mafia']",[]
Rizzuto crime family,Satan's Choice Motorcycle Club,Canada,Canada,True,3,5,"[""'Ndrangheta"", 'Hells Angels Motorcycle Club', 'West End Gang']",['Hells Angels Motorcycle Club']
Satan's Choice Motorcycle Club,Sinaloa Cartel,Canada,Mexico,False,3,5,"[""'Ndrangheta"", 'Hells Angels Motorcycle Club', 'West End Gang']",['Hells Angels Motorcycle Club']
Beltrán-Leyva Organization,Los Chapitos,Mexico,Mexico,True,3,5,"['Cártel de Jalisco Nueva Generación', 'Juárez Cartel', 'La Línea']",[]
'Ndrangheta,Mallardo clan,Italy,Italy,True,4,5,"['Clan Cappello', 'Clan Licciardi', 'Clan dei Casalesi', 'Polverino clan']",[]
Moccia clan,Secondigliano Alliance,Italy,Italy,True,3,5,"['Clan Licciardi', 'Clan Sacco-Bocchetti', 'Contini clan']",[]
Martinez Familia Sangeros,Tijuana Cartel,Puerto Rico,Mexico,False,3,5,"['Cali Cartel', 'Guadalajara Cartel', 'Gulf Cartel']",['Gulf Cartel']
Clan Russo dei Quartieri Spagnoli,Nuova Famiglia,Italy,Italy,True,5,5,"['Cesarano clan', 'Clan Fabbrocino', 'Clan Mazzarella', 'Clan Misso', 'Moccia clan']",['Clan Fabbrocino']
Catania Mafia family,Gambino crime family,Italy,United States,False,3,5,"['Clan dei Casalesi', 'Corleonesi', 'Inzerillo Mafia clan']",[]
Clan Di Lauro,Nuova Famiglia,Italy,Italy,True,4,5,"[""'Ndrina Giuliano"", ""Clan D'Alessandro"", 'Clan Mazzarella', 'Contini clan']",[]
'Ndrina Giuliano,Clan Galasso di Poggiomarino,Italy,Italy,True,3,5,"['Clan Nuvoletta', 'Clan dei Casalesi', 'Nuova Famiglia']",['Clan Nuvoletta']
Gambino crime family,Solntsevskaya Bratva,United States,Russia,False,4,5,"[""'Ndrangheta"", 'Cuntrera-Caruana Mafia clan', 'Genovese crime family', 'Sicilian Mafia']",['Genovese crime family']
Ejército Revolucionario Popular Antisubversivo de Colombia,Los Zetas,Colombia,Mexico,False,3,5,"['Clan del Golfo', 'Los Rastrojos', 'Oficina de Envigado']",['Clan del Golfo']
Aryan Brotherhood,New Orleans crime family,United States,United States,True,3,5,"['Chicago Outfit', 'Gambino crime family', 'Philadelphia crime family']",['Chicago Outfit']
Bloods,Pagan's Motorcycle Club,United States,United States,True,3,5,"['American Mafia', 'Gambino crime family', 'Latin Kings']",[]
Chicago Outfit,Mexican Mafia,United States,United States,True,3,5,"['Aryan Brotherhood', 'Gambino crime family', 'Los Angeles crime family']",['Aryan Brotherhood']
Cleveland crime family,Pagan's Motorcycle Club,United States,United States,True,4,5,"['American Mafia', 'Gambino crime family', 'Genovese crime family', 'Pittsburgh crime family']",['Pittsburgh crime family']
Cleveland crime family,Sicilian Mafia,United States,Italy,False,3,5,"['American Mafia', 'Detroit Partnership', 'Gambino crime family']",[]
Detroit Partnership,Mexican Mafia,United States,United States,True,3,5,"['Chaldean mafia', 'Gambino crime family', 'Los Angeles crime family']",[]
Los Angeles crime family,Sicilian Mafia,United States,Italy,False,3,5,"['Buffalo crime family', 'Detroit Partnership', 'Gambino crime family']",['Buffalo crime family']
New Orleans crime family,Pagan's Motorcycle Club,United States,United States,True,4,5,"['Gambino crime family', 'Genovese crime family', 'Outlaws Motorcycle Club', 'Philadelphia crime family']",['Outlaws Motorcycle Club']
Sicilian Mafia,Trafficante crime family,Italy,United States,False,3,5,"['Bonanno crime family', 'Detroit Partnership', 'Gambino crime family']",[]
Armenian Power,Hells Angels Motorcycle Club,United States,United States,True,3,5,"['American Mafia', 'Los Angeles crime family', 'Mexican Mafia']",['Mexican Mafia']
Loners Motorcycle Club,Pagan's Motorcycle Club,Canada,United States,False,4,5,"['American Mafia', 'Mongols MC', 'Outlaws Motorcycle Club', 'Rock Machine Motorcycle Club']",['Outlaws Motorcycle Club']
Outlaws Motorcycle Club,Sicilian Mafia,United States,Italy,False,3,5,"['American Mafia', 'Buffalo crime family', 'Detroit Partnership']",[]
American Mafia,Pittsburgh crime family,United States,United States,True,3,5,"['Cleveland crime family', 'Outlaws Motorcycle Club', ""Pagan's Motorcycle Club""]",['Cleveland crime family']
Rock Machine Motorcycle Club,Satan's Choice Motorcycle Club,Canada,Canada,True,3,5,"[""Devil's Disciples Motorcycle Club (Canada)"", 'Outlaws Motorcycle Club', 'West End Gang']",['Outlaws Motorcycle Club']
Clan Cappello,Clan dei Casalesi,Italy,Italy,True,5,5,"[""'Ndrangheta"", ""'Ndrina Bellocco"", ""'Ndrina Giuliano"", 'Alfieri clan', 'Mallardo clan']",['Alfieri clan']
Almighty Black P. Stone Nation,Norteños,United States,United States,True,4,5,"['Black Guerrilla Family', 'Bloods', 'Latin Kings', 'People Nation']",[]
American Mafia,Norteños,United States,United States,True,3,5,"['Bloods', 'Crips', 'Latin Kings']",[]
Clan Cava,Clan Galasso di Poggiomarino,Italy,Italy,True,3,5,"['Alfieri clan', 'Moccia clan', 'Nuova Famiglia']",['Alfieri clan']
Los Pepes,Sinaloa Cartel,Colombia,Mexico,False,4,5,"['Cali Cartel', 'Cartel de Medellín', 'Cartel del Norte del Valle', 'Oficina de Envigado']",['Cartel de Medellín']
Bufalino crime family,Kansas City crime family,United States,United States,True,3,5,"['Cleveland crime family', 'Los Angeles crime family', 'Pittsburgh crime family']",[]
Milwaukee crime family,New Orleans crime family,United States,United States,True,3,5,"['Chicago Outfit', 'Cleveland crime family', 'Kansas City crime family']",['Chicago Outfit']
Pittsburgh crime family,St. Louis crime family,United States,United States,True,4,5,"['Chicago Outfit', 'Cleveland crime family', 'Detroit Partnership', 'Kansas City crime family']",['Cleveland crime family']
'Ndrina Palamara,Aquino 'ndrina,Italy,Italy,True,3,5,"[""'Ndrina Alvaro"", ""'Ndrina Lo Presti"", ""'Ndrina Morabito""]",[]
Aquino 'ndrina,Clan dei Casalesi,Italy,Italy,True,4,5,"[""'Ndrina Bellocco"", ""'Ndrina Morabito"", ""'Ndrina Pesce"", ""'Ndrina Piromalli""]",[]
'Ndrina Alvaro,'Ndrina Ierinò,Italy,Italy,True,4,5,"[""'Ndrina Lo Presti"", ""'Ndrina Pesce"", ""Aquino 'ndrina"", ""Commisso 'ndrina""]",[]
'Ndrina Alvaro,Gulf Cartel,Italy,Mexico,False,3,5,"[""'Ndrina Pesce"", ""Aquino 'ndrina"", ""Commisso 'ndrina""]",[]
'Ndrina Cataldo,Gulf Cartel,Italy,Mexico,False,3,5,"[""'Ndrina Ierinò"", ""'Ndrina Pesce"", ""Commisso 'ndrina""]",[]
'Ndrina Romeo,'Ndrina Strangio,Italy,Italy,True,3,5,"[""'Ndrina Giorgi"", ""'Ndrina La Maggiore"", ""'Ndrina Mammoliti""]",[]
'Ndrina Alvaro,'Ndrina Morabito,Italy,Italy,True,3,5,"[""'Ndrina Lo Presti"", ""'Ndrina Palamara"", ""Aquino 'ndrina""]",[]
Tehreek-e-Taliban Pakistan,Turkistan Islamic Party,Pakistan,,,3,5,"['Al-Nusra Front', 'Al-Qaeda', 'Taliban']",['Taliban']
'Ndrina Cataldo,'Ndrina Ursino,Italy,Italy,True,3,5,"[""'Ndrina Cordì"", ""'Ndrina Mazzaferro"", ""Commisso 'ndrina""]","[""'Ndrina Cordì""]"
'Ndrina Lo Presti,'Ndrina Ursino,Italy,Italy,True,4,5,"[""'Ndrina Belfiore"", ""'Ndrina Mazzaferro"", ""Aquino 'ndrina"", ""Commisso 'ndrina""]",[]
'Ndrina Lo Presti,Gulf Cartel,Italy,Mexico,False,3,5,"[""'Ndrina Ierinò"", ""Aquino 'ndrina"", ""Commisso 'ndrina""]",[]
Bufalino crime family,Lucchese crime family,United States,United States,True,3,5,"['Buffalo crime family', 'Genovese crime family', 'Philadelphia crime family']",['Genovese crime family']
Bufalino crime family,Pagan's Motorcycle Club,United States,United States,True,3,5,"['Genovese crime family', 'Philadelphia crime family', 'Pittsburgh crime family']",['Genovese crime family']
Buffalo crime family,East Harlem Purple Gang,United States,United States,True,3,5,"['Bonanno crime family', 'Genovese crime family', 'Lucchese crime family']",['Bonanno crime family']
Colombo crime family,Outlaws Motorcycle Club,United States,United States,True,4,5,"['Buffalo crime family', 'Chicago Outfit', 'Detroit Partnership', 'Genovese crime family']",['Genovese crime family']
Dallas crime family,Lucchese crime family,United States,United States,True,3,5,"['Chicago Outfit', 'Genovese crime family', 'Trafficante crime family']",['Genovese crime family']
DeCavalcante crime family,Winter Hill Gang,United States,United States,True,3,5,"['Genovese crime family', 'Patriarca crime family', 'Philadelphia crime family']",['Patriarca crime family']
Detroit Partnership,Winter Hill Gang,United States,United States,True,3,5,"['Genovese crime family', 'Patriarca crime family', 'Philadelphia crime family']",['Patriarca crime family']
Lucchese crime family New Jersey faction,Patriarca crime family,United States,United States,True,5,5,"['Bonanno crime family', 'Colombo crime family', 'DeCavalcante crime family', 'Genovese crime family', 'Philadelphia crime family']",['Philadelphia crime family']
Colombo crime family,San Jose crime family,United States,United States,True,3,5,"['Bonanno crime family', 'Chicago Outfit', 'Los Angeles crime family']",['Bonanno crime family']
Colorado crime family,Gambino crime family,United States,United States,True,4,5,"['Bonanno crime family', 'Chicago Outfit', 'Los Angeles crime family', 'New Orleans crime family']",['Bonanno crime family']
Kansas City crime family,San Francisco crime family,United States,United States,True,3,5,"['Chicago Outfit', 'Dallas crime family', 'Los Angeles crime family']",[]
Kansas City crime family,San Jose crime family,United States,United States,True,4,5,"['Chicago Outfit', 'Dallas crime family', 'Los Angeles crime family', 'Pittsburgh crime family']",[]
San Francisco crime family,Trafficante crime family,United States,United States,True,4,5,"['Bonanno crime family', 'Chicago Outfit', 'Dallas crime family', 'Detroit Partnership']",[]
San Jose crime family,Trafficante crime family,United States,United States,True,4,5,"['Bonanno crime family', 'Chicago Outfit', 'Dallas crime family', 'Pittsburgh crime family']",[]
'Ndrangheta,Cartel de Medellín,Italy,Colombia,False,3,4,"['Gulf Cartel', 'Hells Angels Motorcycle Club', 'Sinaloa Cartel']",[]
'Ndrangheta,Crips,Italy,United States,False,3,4,"['American Mafia', 'Gambino crime family', 'Sinaloa Cartel']",[]
'Ndrangheta,Independent Soldiers,Italy,Canada,False,3,4,"['Hells Angels Motorcycle Club', 'Rizzuto crime family', 'Sinaloa Cartel']",['Hells Angels Motorcycle Club']
'Ndrangheta,Knights Templar Cartel,Italy,Mexico,False,3,4,"['Cártel de Jalisco Nueva Generación', 'Gulf Cartel', 'Sinaloa Cartel']",['Cártel de Jalisco Nueva Generación']
'Ndrangheta,Los Talibanes,Italy,Mexico,False,3,4,"['Cártel de Jalisco Nueva Generación', 'Gulf Cartel', 'Sinaloa Cartel']",['Cártel de Jalisco Nueva Generación']
'Ndrangheta,Revolutionary Armed Forces of Colombia,Italy,Colombia,False,4,4,"['Cártel de Jalisco Nueva Generación', 'ETA', 'Primeiro Comando da Capital', 'Sinaloa Cartel']",[]
'Ndrangheta,Yakuza,Italy,Japan,False,4,4,"['American Mafia', 'Cártel de Jalisco Nueva Generación', 'Primeiro Comando da Capital', 'Sinaloa Cartel']",[]
Beltrán-Leyva Organization,Los Rastrojos,Mexico,Colombia,False,3,4,"['Cartel del Norte del Valle', 'Los Zetas', 'Sinaloa Cartel']",['Sinaloa Cartel']
Beltrán-Leyva Organization,Yakuza,Mexico,Japan,False,3,4,"['Cártel de Jalisco Nueva Generación', 'Los Viagras', 'Sinaloa Cartel']",['Sinaloa Cartel']
Cali Cartel,Cártel de Colima,Colombia,Mexico,False,3,4,"['Guadalajara Cartel', 'Sinaloa Cartel', 'Sonora Cartel']",[]
Cali Cartel,Latin Kings,Colombia,United States,False,3,4,"['Gulf Cartel', 'Martinez Familia Sangeros', 'Sinaloa Cartel']",[]
Cartel del Norte del Valle,Cártel de Colima,Colombia,Mexico,False,3,4,"['Cártel de Jalisco Nueva Generación', 'Guadalajara Cartel', 'Sinaloa Cartel']",[]
Cartel del Norte del Valle,Mara Salvatrucha,Colombia,United States,False,3,4,"['Cártel de Jalisco Nueva Generación', 'Los Zetas', 'Sinaloa Cartel']",['Los Zetas']
Crips,Hells Angels Motorcycle Club,United States,United States,True,3,4,"['American Mafia', 'Gambino crime family', 'Sinaloa Cartel']",[]
Guadalajara Cartel,Milenio Cartel,Mexico,Mexico,True,3,4,"['Cartel de Medellín', 'Cártel de Colima', 'Sinaloa Cartel']",[]
Gulf Cartel,Kinahan Organised Crime Group,Mexico,Ireland,False,3,4,"[""'Ndrangheta"", 'Camorra', 'Sinaloa Cartel']",['Sinaloa Cartel']
Gulf Cartel,Sonora Cartel,Mexico,Mexico,True,3,4,"['Cali Cartel', 'Cartel de Medellín', 'Sinaloa Cartel']",['Sinaloa Cartel']
Hezbollah,Los Rastrojos,Lebanon,Colombia,False,4,4,"['Cartel del Norte del Valle', 'Los Zetas', 'Revolutionary Armed Forces of Colombia', 'Sinaloa Cartel']",['Revolutionary Armed Forces of Colombia']
Hezbollah,Tijuana Cartel,Lebanon,Mexico,False,4,4,"['Cartel del Norte del Valle', 'Los Zetas', 'Revolutionary Armed Forces of Colombia', 'Sinaloa Cartel']",['Sinaloa Cartel']
Kinahan Organised Crime Group,Los Choneros,Ireland,Ecuador,False,3,4,"[""'Ndrangheta"", 'Clan del Golfo', 'Sinaloa Cartel']",[]
Kinahan Organised Crime Group,Los Zetas,Ireland,Mexico,False,4,4,"[""'Ndrangheta"", 'Clan del Golfo', 'Hezbollah', 'Sinaloa Cartel']",['Sinaloa Cartel']
La Barredora,Tijuana Cartel,Mexico,Mexico,True,3,4,"['Guerreros Unidos', 'Los Zetas', 'Sinaloa Cartel']",['Sinaloa Cartel']
Los Cachiros,Los Zetas,Honduras,Mexico,False,4,4,"['Cartel del Norte del Valle', 'Clan del Golfo', 'Los Rastrojos', 'Sinaloa Cartel']",['Sinaloa Cartel']
Los Choneros,Los Zetas,Ecuador,Mexico,False,3,4,"[""'Ndrangheta"", 'Clan del Golfo', 'Sinaloa Cartel']",['Sinaloa Cartel']
Mexican Mafia,West End Gang,United States,Canada,False,3,4,"['American Mafia', 'Hells Angels Motorcycle Club', 'Sinaloa Cartel']",['Hells Angels Motorcycle Club']
Revolutionary Armed Forces of Colombia,Yakuza,Colombia,Japan,False,3,4,"['Cártel de Jalisco Nueva Generación', 'Primeiro Comando da Capital', 'Sinaloa Cartel']",[]
Aquino 'ndrina,Tijuana Cartel,Italy,Mexico,False,3,4,"['Gulf Cartel', 'Los Zetas', 'Revolutionary Armed Forces of Colombia']",['Gulf Cartel']
Barrio Azteca,Cartel del Norte del Valle,United States,Colombia,False,3,4,"['Beltrán-Leyva Organization', 'Juárez Cartel', 'Los Zetas']",[]
Barrio Azteca,Tijuana Cartel,United States,Mexico,False,3,4,"['Beltrán-Leyva Organization', 'Juárez Cartel', 'Los Zetas']",['Juárez Cartel']
Cartel del Norte del Valle,La Línea,Colombia,Mexico,False,3,4,"['Beltrán-Leyva Organization', 'Cártel de Jalisco Nueva Generación', 'Los Zetas']",[]
'Ndrangheta,Catania Mafia family,Italy,Italy,True,4,4,"['Camorra', 'Clan Mazzarella', 'Clan dei Casalesi', 'Corleonesi']",[]
'Ndrangheta,Nuova Mala del Brenta,Italy,Italy,True,4,4,"['American Mafia', 'Camorra', 'Nuova Camorra Organizzata', 'Stidda']",[]
'Ndrina De Stefano,Clan dei Casamonica,Italy,Italy,True,3,4,"[""'Ndrina Alvaro"", 'Banda della Magliana', 'Camorra']",[]
'Ndrina De Stefano,Società foggiana,Italy,Italy,True,3,4,"['Banda della Magliana', 'Camorra', 'Nuova Camorra Organizzata']",['Camorra']
American Mafia,Corleonesi,United States,Italy,False,4,4,"[""'Ndrangheta"", 'Camorra', 'Greco Mafia clan', 'Sicilian Mafia']",['Sicilian Mafia']
Banda della Magliana,Corleonesi,Italy,Italy,True,4,4,"[""'Ndrangheta"", 'Camorra', 'Clan Lubrano-Ligato', 'Sicilian Mafia']",['Sicilian Mafia']
Clan Cappello,Sacra Corona Unita,Italy,Italy,True,4,4,"[""'Ndrangheta"", ""'Ndrina Bellocco"", ""'Ndrina Pelle"", 'Camorra']",[]
American Mafia,Musitano crime family,United States,Canada,False,3,4,"['Hells Angels Motorcycle Club', 'Siderno Group', 'West End Gang']",['Siderno Group']
American Mafia,Nazi Lowriders,United States,United States,True,3,4,"['Aryan Brotherhood', 'Hells Angels Motorcycle Club', 'Mexican Mafia']",[]
Cotroni crime family,Musitano crime family,Canada,Canada,True,3,4,"['Hells Angels Motorcycle Club', 'Siderno Group', 'West End Gang']",['Siderno Group']
Musitano crime family,Sinaloa Cartel,Canada,Mexico,False,3,4,"['Hells Angels Motorcycle Club', 'Independent Soldiers', 'West End Gang']",['Independent Soldiers']
Nazi Lowriders,Patriarca crime family,United States,United States,True,3,4,"['Gambino crime family', 'Hells Angels Motorcycle Club', 'Philadelphia crime family']",[]
Redd Alert,Wolfpack Alliance,Canada,Canada,True,3,4,"['Brothers Keepers', 'Hells Angels Motorcycle Club', 'Independent Soldiers']",[]
Beltrán-Leyva Organization,Cártel de Caborca,Mexico,Mexico,True,3,4,"['Cártel de Jalisco Nueva Generación', 'Juárez Cartel', 'Tijuana Cartel']",[]
Cartel del Norte del Valle,Cártel de Caborca,Colombia,Mexico,False,3,4,"['Cártel de Jalisco Nueva Generación', 'Juárez Cartel', 'Tijuana Cartel']",[]
Cártel de Caborca,Guerreros Unidos,Mexico,Mexico,True,3,4,"['Cártel de Jalisco Nueva Generación', 'Juárez Cartel', 'Tijuana Cartel']",['Cártel de Jalisco Nueva Generación']
Los Caparrapos,Sinaloa Cartel,Colombia,Mexico,False,3,4,"['Cártel de Jalisco Nueva Generación', 'National Liberation Army (Colombia)', 'Oficina de Envigado']",['Cártel de Jalisco Nueva Generación']
